customerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,gender,SeniorCitizen,churn,avg_charge
CUST100598,2,64.72,128.23,Month-to-month,DSL,Credit card,Male,No,0,64.115
CUST100599,0,119.84,22.56,Month-to-month,DSL,Bank transfer,Male,No,1,22.56
CUST100600,2,70.63,142.98,Month-to-month,Fiber optic,Credit card,Male,No,0,71.49
CUST100601,3,76.92,215.82,One year,Fiber optic,Bank transfer,Female,No,0,71.94
CUST100602,2,32.2,84.2,Month-to-month,Fiber optic,Electronic check,Female,No,1,42.1
CUST100603,1,51.51,47.17,Month-to-month,Fiber optic,Bank transfer,Male,No,1,47.17
CUST100604,1,58.74,69.27,Month-to-month,Fiber optic,Bank transfer,Female,No,0,69.27
CUST100605,7,60.47,413.74,Month-to-month,DSL,Credit card,Male,No,1,59.105714285714285
CUST100606,2,108.45,203.9,Month-to-month,DSL,Mailed check,Female,No,1,101.95
CUST100607,5,86.73,435.33,Month-to-month,DSL,Electronic check,Male,No,1,87.066
CUST100608,8,36.66,293.54,Month-to-month,DSL,Electronic check,Male,Yes,1,36.6925
CUST100609,14,77.4,1093.2,One year,DSL,Electronic check,Female,No,0,78.08571428571429
CUST100610,0,84.95,-5.37,One year,Fiber optic,Mailed check,Male,No,1,-5.37
CUST100611,19,104.2,1943.07,One year,Fiber optic,Electronic check,Female,No,1,102.26684210526315
CUST100612,11,117.42,1282.96,One year,No,Electronic check,Male,No,0,116.63272727272728
CUST100613,1,39.55,55.43,One year,DSL,Mailed check,Male,No,0,55.43
CUST100614,24,45.67,1090.13,Month-to-month,Fiber optic,Electronic check,Male,No,1,45.42208333333334
CUST100615,30,32.27,963.17,One year,No,Credit card,Male,Yes,0,32.105666666666664
CUST100616,0,62.98,19.73,Month-to-month,Fiber optic,Credit card,Female,No,1,19.73
CUST100617,3,83.99,237.73,One year,DSL,Bank transfer,Male,No,1,79.24333333333333
CUST100618,19,99.62,1861.92,One year,DSL,Bank transfer,Female,No,0,97.99578947368421
CUST100619,16,67.72,1080.31,Month-to-month,DSL,Bank transfer,Female,No,1,67.519375
CUST100620,2,60.4,111.12,Month-to-month,DSL,Credit card,Male,No,1,55.56
CUST100621,2,74.55,129.78,Month-to-month,Fiber optic,Credit card,Male,No,1,64.89
CUST100622,5,44.95,221.24,One year,DSL,Credit card,Female,No,1,44.248000000000005
CUST100623,7,132.69,938.66,One year,DSL,Bank transfer,Female,No,1,134.09428571428572
CUST100624,11,21.77,239.28,Two year,Fiber optic,Bank transfer,Male,No,1,21.752727272727274
CUST100625,5,75.54,383.84,Month-to-month,Fiber optic,Bank transfer,Female,No,1,76.768
CUST100626,7,130.71,951.24,One year,Fiber optic,Bank transfer,Female,No,1,135.89142857142858
CUST100627,16,70.2,1116.34,Month-to-month,Fiber optic,Bank transfer,Female,Yes,0,69.77125
CUST100628,0,64.3,5.57,Two year,Fiber optic,Bank transfer,Male,Yes,1,5.57
CUST100629,3,59.28,167.66,Month-to-month,DSL,Credit card,Female,No,0,55.88666666666666
CUST100630,14,64.59,887.33,Month-to-month,Fiber optic,Mailed check,Female,No,1,63.38071428571429
CUST100631,27,111.19,2990.43,Month-to-month,Fiber optic,Mailed check,Female,No,1,110.75666666666666
CUST100632,8,10.0,70.42,One year,No,Bank transfer,Female,No,0,8.8025
CUST100633,9,116.0,1051.19,Two year,DSL,Mailed check,Male,No,0,116.7988888888889
CUST100634,1,27.28,74.26,Month-to-month,Fiber optic,Mailed check,Male,No,1,74.26
CUST100635,7,62.0,419.68,Month-to-month,DSL,Credit card,Female,No,0,59.95428571428572
CUST100636,9,57.12,505.75,Two year,Fiber optic,Bank transfer,Female,No,0,56.19444444444444
CUST100637,3,87.66,261.72,Month-to-month,DSL,Bank transfer,Female,No,1,87.24000000000001
CUST100638,3,22.06,74.1,One year,DSL,Mailed check,Male,No,0,24.7
CUST100639,5,83.87,424.62,Month-to-month,No,Bank transfer,Male,No,0,84.924
CUST100640,0,130.73,25.68,Month-to-month,Fiber optic,Bank transfer,Female,No,0,25.68
CUST100641,4,29.1,67.87,One year,Fiber optic,Bank transfer,Female,No,0,16.9675
CUST100642,2,75.69,103.64,One year,DSL,Bank transfer,Male,No,1,51.82
CUST100643,4,50.14,190.64,Month-to-month,DSL,Mailed check,Female,No,1,47.66
CUST100644,1,82.78,104.73,Month-to-month,Fiber optic,Electronic check,Female,No,1,104.73
CUST100645,26,70.57,1803.51,One year,No,Mailed check,Male,No,0,69.36576923076923
CUST100646,10,50.76,447.45,Month-to-month,No,Credit card,Male,No,1,44.745
CUST100647,13,84.64,1111.74,Two year,Fiber optic,Electronic check,Male,Yes,0,85.51846153846154
CUST100648,18,124.13,2239.21,Month-to-month,Fiber optic,Electronic check,Male,No,1,124.40055555555556
CUST100649,8,64.27,492.36,Month-to-month,No,Electronic check,Male,No,1,61.545
CUST100650,1,91.59,71.88,Two year,Fiber optic,Mailed check,Female,No,1,71.88
CUST100651,9,31.2,261.41,One year,Fiber optic,Credit card,Male,Yes,1,29.04555555555556
CUST100652,10,41.31,415.31,Month-to-month,DSL,Mailed check,Male,No,0,41.531
CUST100653,16,84.17,1334.19,One year,Fiber optic,Credit card,Male,No,1,83.386875
CUST100654,6,114.52,697.0,Month-to-month,Fiber optic,Mailed check,Male,No,1,116.16666666666667
CUST100655,1,80.67,23.58,Month-to-month,No,Mailed check,Male,No,1,23.58
CUST100656,4,60.61,225.3,Two year,Fiber optic,Mailed check,Male,No,1,56.325
CUST100657,5,69.98,327.38,One year,DSL,Electronic check,Female,No,0,65.476
CUST100658,12,32.49,384.75,One year,Fiber optic,Mailed check,Male,No,1,32.0625
CUST100659,10,88.14,870.64,Month-to-month,No,Credit card,Female,No,0,87.064
CUST100660,5,96.47,498.31,Month-to-month,DSL,Credit card,Female,No,0,99.662
CUST100661,51,56.44,2841.25,Month-to-month,DSL,Credit card,Male,Yes,0,55.71078431372549
CUST100662,11,55.9,615.81,Month-to-month,DSL,Electronic check,Male,No,1,55.98272727272727
CUST100663,3,77.98,245.11,One year,Fiber optic,Mailed check,Female,No,1,81.70333333333333
CUST100664,1,56.9,94.03,Month-to-month,Fiber optic,Mailed check,Female,No,1,94.03
CUST100665,1,68.02,58.38,One year,Fiber optic,Bank transfer,Female,No,0,58.38
CUST100666,3,132.99,405.46,Month-to-month,DSL,Electronic check,Male,No,1,135.15333333333334
CUST100667,2,62.59,89.1,Month-to-month,No,Credit card,Female,No,1,44.55
CUST100668,2,59.25,70.66,Month-to-month,DSL,Credit card,Male,No,1,35.33
CUST100669,4,50.57,219.18,Month-to-month,DSL,Mailed check,Male,No,1,54.795
CUST100670,2,92.33,184.55,Month-to-month,Fiber optic,Credit card,Female,No,1,92.275
CUST100671,27,64.56,1766.69,Two year,Fiber optic,Mailed check,Male,No,1,65.43296296296296
CUST100672,1,50.52,23.05,Month-to-month,DSL,Mailed check,Male,No,1,23.05
CUST100673,8,109.64,887.52,Two year,DSL,Bank transfer,Female,No,0,110.94
CUST100674,6,112.59,712.92,Month-to-month,DSL,Electronic check,Female,No,1,118.82
CUST100675,48,51.99,2503.91,Two year,Fiber optic,Mailed check,Male,Yes,1,52.164791666666666
CUST100676,1,14.0,19.53,Month-to-month,Fiber optic,Mailed check,Female,No,1,19.53
CUST100677,6,100.23,601.55,Two year,Fiber optic,Mailed check,Male,No,1,100.25833333333333
CUST100678,41,49.46,1996.44,Month-to-month,Fiber optic,Bank transfer,Female,No,0,48.69365853658537
CUST100679,24,93.72,2276.39,One year,Fiber optic,Mailed check,Female,No,1,94.84958333333333
CUST100680,20,10.9,205.78,Two year,DSL,Electronic check,Female,No,1,10.289
CUST100681,3,96.78,300.43,Month-to-month,No,Electronic check,Female,No,1,100.14333333333333
CUST100682,2,33.66,36.06,Month-to-month,No,Credit card,Male,No,1,18.03
CUST100683,13,91.92,1171.37,Month-to-month,DSL,Electronic check,Female,No,1,90.10538461538461
CUST100684,31,70.43,2212.03,Two year,DSL,Credit card,Male,No,1,71.3558064516129
CUST100685,9,41.38,365.47,Month-to-month,DSL,Electronic check,Male,No,1,40.607777777777784
CUST100686,10,57.79,606.97,Month-to-month,DSL,Credit card,Female,No,1,60.697
CUST100687,3,90.59,270.21,Month-to-month,Fiber optic,Mailed check,Female,No,1,90.07
CUST100688,17,73.18,1207.22,Month-to-month,Fiber optic,Bank transfer,Female,No,1,71.01294117647059
CUST100689,2,87.53,192.9,One year,Fiber optic,Bank transfer,Female,No,1,96.45
CUST100690,4,129.29,505.36,Month-to-month,Fiber optic,Bank transfer,Female,No,1,126.34
CUST100691,6,23.07,152.39,One year,Fiber optic,Mailed check,Male,No,1,25.39833333333333
CUST100692,8,118.52,948.66,Two year,Fiber optic,Bank transfer,Female,No,0,118.5825
CUST100693,3,73.13,188.53,Month-to-month,DSL,Electronic check,Male,No,1,62.843333333333334
CUST100694,1,43.04,46.33,One year,DSL,Credit card,Male,No,1,46.33
CUST100695,11,30.09,374.91,Month-to-month,Fiber optic,Mailed check,Male,No,1,34.082727272727276
CUST100696,4,64.33,267.18,One year,DSL,Bank transfer,Male,No,0,66.795
CUST100697,10,97.65,975.35,Month-to-month,DSL,Electronic check,Female,Yes,1,97.535
CUST100698,2,66.17,153.85,One year,No,Electronic check,Female,No,1,76.925
CUST100699,7,115.33,811.52,Month-to-month,Fiber optic,Mailed check,Male,No,1,115.93142857142857
CUST100700,9,26.46,242.33,Month-to-month,DSL,Mailed check,Male,Yes,1,26.925555555555558
CUST100701,0,69.64,-21.83,Month-to-month,Fiber optic,Bank transfer,Female,No,0,-21.83
CUST100702,4,32.43,134.4,Month-to-month,Fiber optic,Credit card,Male,No,1,33.6
CUST100703,1,80.91,101.62,One year,DSL,Bank transfer,Female,No,0,101.62
CUST100704,0,96.61,-16.72,Month-to-month,DSL,Bank transfer,Male,No,1,-16.72
CUST100705,55,57.38,3184.39,One year,No,Mailed check,Female,No,0,57.897999999999996
CUST100706,4,10.0,38.17,Month-to-month,DSL,Bank transfer,Male,Yes,1,9.5425
CUST100707,19,75.97,1425.67,One year,DSL,Bank transfer,Male,No,0,75.03526315789475
CUST100708,3,83.1,269.25,Month-to-month,Fiber optic,Credit card,Male,No,1,89.75
CUST100709,13,82.13,1061.95,Month-to-month,Fiber optic,Electronic check,Female,No,1,81.68846153846154
CUST100710,17,107.07,1835.38,Month-to-month,DSL,Electronic check,Female,No,1,107.96352941176471
CUST100711,10,37.87,372.86,One year,DSL,Credit card,Female,No,0,37.286
CUST100712,7,90.41,631.67,Month-to-month,DSL,Electronic check,Male,No,1,90.23857142857142
CUST100713,6,105.78,644.55,Two year,No,Bank transfer,Male,No,0,107.425
CUST100714,5,16.64,89.02,Two year,DSL,Credit card,Male,No,1,17.804
CUST100715,31,79.59,2427.38,Month-to-month,Fiber optic,Credit card,Male,No,1,78.3025806451613
CUST100716,21,54.87,1129.85,One year,No,Mailed check,Male,Yes,1,53.80238095238095
CUST100717,40,67.55,2720.59,Month-to-month,DSL,Electronic check,Male,No,0,68.01475
CUST100718,1,80.43,77.79,Month-to-month,No,Mailed check,Female,Yes,0,77.79
CUST100719,15,55.38,820.23,One year,No,Bank transfer,Female,No,1,54.682
CUST100720,33,49.73,1613.92,One year,No,Credit card,Female,No,1,48.906666666666666
CUST100721,2,71.02,120.45,One year,DSL,Bank transfer,Male,No,1,60.225
CUST100722,0,37.38,-40.44,Month-to-month,Fiber optic,Electronic check,Female,Yes,1,-40.44
CUST100723,16,37.43,596.85,Month-to-month,Fiber optic,Mailed check,Male,No,1,37.303125
CUST100724,10,90.38,891.83,Month-to-month,No,Electronic check,Male,No,1,89.183
CUST100725,22,35.54,762.55,One year,DSL,Bank transfer,Female,No,0,34.66136363636363
CUST100726,1,89.99,88.63,Month-to-month,Fiber optic,Mailed check,Male,No,0,88.63
CUST100727,19,83.88,1601.0,One year,DSL,Electronic check,Male,No,1,84.26315789473684
CUST100728,2,18.23,78.32,Month-to-month,DSL,Bank transfer,Male,No,0,39.16
CUST100729,2,49.67,69.1,Month-to-month,Fiber optic,Electronic check,Male,No,1,34.55
CUST100730,2,105.82,234.83,Month-to-month,Fiber optic,Credit card,Male,No,1,117.415
CUST100731,20,40.57,830.86,Month-to-month,Fiber optic,Mailed check,Female,No,1,41.543
CUST100732,13,56.07,713.33,Month-to-month,Fiber optic,Mailed check,Female,No,0,54.871538461538464
CUST100733,8,83.86,674.94,One year,No,Mailed check,Male,No,0,84.3675
CUST100734,5,93.5,458.35,Two year,Fiber optic,Credit card,Male,No,1,91.67
CUST100735,25,62.45,1564.96,Month-to-month,Fiber optic,Mailed check,Female,No,0,62.5984
CUST100736,5,52.07,290.53,Month-to-month,Fiber optic,Credit card,Female,No,1,58.105999999999995
CUST100737,20,112.67,2265.51,Month-to-month,Fiber optic,Mailed check,Female,Yes,0,113.27550000000001
CUST100738,6,122.17,743.19,Two year,Fiber optic,Electronic check,Male,No,1,123.86500000000001
CUST100739,5,99.37,488.24,Month-to-month,No,Electronic check,Female,No,1,97.648
CUST100740,7,72.56,478.24,Two year,Fiber optic,Electronic check,Female,No,1,68.32000000000001
CUST100741,4,45.75,178.83,Month-to-month,Fiber optic,Electronic check,Male,No,1,44.7075
CUST100742,16,45.09,745.57,Month-to-month,DSL,Credit card,Male,No,1,46.598125
CUST100743,8,85.68,654.9,Two year,DSL,Bank transfer,Female,Yes,0,81.8625
CUST100744,3,82.55,226.55,Month-to-month,Fiber optic,Bank transfer,Male,No,1,75.51666666666667
CUST100745,27,112.05,3027.88,Month-to-month,DSL,Electronic check,Female,No,0,112.14370370370371
CUST100746,5,89.51,427.86,Month-to-month,DSL,Bank transfer,Female,No,1,85.572
CUST100747,9,24.91,208.34,Month-to-month,Fiber optic,Bank transfer,Male,No,1,23.14888888888889
CUST100748,28,101.56,2835.21,Month-to-month,DSL,Mailed check,Male,No,1,101.25750000000001
CUST100749,11,40.06,413.35,One year,DSL,Credit card,Female,No,0,37.57727272727273
CUST100750,1,58.48,39.0,One year,Fiber optic,Electronic check,Male,No,1,39.0
CUST100751,33,77.51,2571.9,Month-to-month,Fiber optic,Bank transfer,Male,No,1,77.93636363636364
CUST100752,11,129.87,1402.42,Two year,No,Bank transfer,Male,No,0,127.49272727272728
CUST100753,4,163.3,621.24,Month-to-month,Fiber optic,Electronic check,Male,No,1,155.31
CUST100754,1,88.2,75.6,Month-to-month,Fiber optic,Mailed check,Male,No,1,75.6
CUST100755,18,64.5,1175.64,Month-to-month,No,Electronic check,Male,No,0,65.31333333333333
CUST100756,11,86.04,942.5,Month-to-month,Fiber optic,Mailed check,Male,No,1,85.68181818181819
CUST100757,9,96.63,860.38,Month-to-month,DSL,Bank transfer,Female,Yes,1,95.59777777777778
CUST100758,26,60.38,1570.77,Two year,DSL,Credit card,Male,No,1,60.41423076923077
CUST100759,18,123.86,2194.57,Month-to-month,Fiber optic,Mailed check,Female,No,1,121.92055555555557
CUST100760,1,76.9,86.79,Month-to-month,Fiber optic,Mailed check,Male,No,1,86.79
CUST100761,4,84.93,347.39,Month-to-month,Fiber optic,Electronic check,Female,No,1,86.8475
CUST100762,3,89.98,261.75,One year,Fiber optic,Bank transfer,Male,No,1,87.25
CUST100763,16,82.65,1342.52,Two year,Fiber optic,Credit card,Female,No,1,83.9075
CUST100764,0,95.17,-22.55,Month-to-month,No,Electronic check,Male,No,1,-22.55
CUST100765,10,51.48,537.36,Month-to-month,Fiber optic,Electronic check,Female,No,1,53.736000000000004
CUST100766,17,53.25,908.34,Month-to-month,DSL,Credit card,Male,No,1,53.43176470588236
CUST100767,25,37.0,918.27,Month-to-month,No,Bank transfer,Male,Yes,0,36.7308
CUST100768,5,83.19,415.55,Month-to-month,DSL,Credit card,Female,No,0,83.11
CUST100769,20,93.37,1865.25,Month-to-month,Fiber optic,Electronic check,Female,No,1,93.2625
CUST100770,1,83.73,108.14,Month-to-month,No,Electronic check,Male,No,1,108.14
CUST100771,22,120.23,2623.53,Month-to-month,Fiber optic,Mailed check,Female,No,1,119.25136363636365
CUST100772,1,69.83,54.58,Month-to-month,Fiber optic,Credit card,Female,No,1,54.58
CUST100773,6,90.06,561.09,Two year,Fiber optic,Credit card,Male,No,0,93.515
CUST100774,19,37.25,695.84,Two year,Fiber optic,Credit card,Female,No,0,36.62315789473684
CUST100775,1,58.39,76.4,Month-to-month,Fiber optic,Electronic check,Male,No,1,76.4
CUST100776,3,90.87,306.6,Month-to-month,Fiber optic,Bank transfer,Female,No,1,102.2
CUST100777,15,95.47,1424.01,Month-to-month,Fiber optic,Electronic check,Male,No,1,94.934
CUST100778,15,61.18,931.33,Month-to-month,Fiber optic,Mailed check,Female,No,1,62.08866666666667
CUST100779,12,67.85,791.13,One year,DSL,Electronic check,Male,No,1,65.9275
CUST100780,14,24.46,357.53,Month-to-month,Fiber optic,Electronic check,Male,No,1,25.537857142857142
CUST100781,9,59.29,537.6,Two year,Fiber optic,Electronic check,Female,No,0,59.733333333333334
CUST100782,3,96.71,299.59,Two year,Fiber optic,Mailed check,Female,No,1,99.86333333333333
CUST100783,5,87.26,423.39,Month-to-month,Fiber optic,Credit card,Male,Yes,0,84.678
CUST100784,2,85.02,136.82,Month-to-month,Fiber optic,Bank transfer,Male,Yes,1,68.41
CUST100785,28,71.49,2011.79,Month-to-month,Fiber optic,Bank transfer,Female,No,0,71.84964285714285
CUST100786,10,70.21,660.83,Month-to-month,Fiber optic,Mailed check,Female,No,0,66.083
CUST100787,6,50.19,294.79,Month-to-month,No,Credit card,Female,No,1,49.13166666666667
CUST100788,7,90.96,655.54,Month-to-month,DSL,Credit card,Female,No,1,93.64857142857143
CUST100789,35,82.63,2895.89,Two year,No,Mailed check,Female,No,0,82.73971428571429
CUST100790,1,84.76,123.73,Month-to-month,DSL,Electronic check,Female,No,1,123.73
CUST100791,10,54.22,562.7,Month-to-month,DSL,Credit card,Male,No,0,56.27
CUST100792,8,10.0,66.92,One year,No,Bank transfer,Female,No,1,8.365
CUST100793,11,102.91,1132.56,One year,DSL,Mailed check,Female,No,0,102.96
CUST100794,0,55.63,-0.95,Month-to-month,Fiber optic,Bank transfer,Female,No,1,-0.95
CUST100795,24,44.12,1027.24,Two year,No,Electronic check,Female,No,0,42.80166666666667
CUST100796,32,90.8,2886.79,Month-to-month,No,Mailed check,Male,No,1,90.2121875
CUST100797,9,58.24,512.94,Month-to-month,No,Bank transfer,Male,No,1,56.99333333333334
CUST100798,14,101.8,1384.48,Month-to-month,DSL,Bank transfer,Male,No,1,98.89142857142858
CUST100799,30,88.51,2656.25,Month-to-month,Fiber optic,Electronic check,Male,No,1,88.54166666666667
CUST100800,14,90.51,1262.16,One year,DSL,Mailed check,Female,No,1,90.15428571428572
CUST100801,1,29.02,-4.44,One year,Fiber optic,Credit card,Male,No,1,-4.44
CUST100802,10,106.36,1071.68,One year,No,Credit card,Female,No,1,107.168
CUST100803,11,77.84,870.56,Month-to-month,Fiber optic,Bank transfer,Female,No,1,79.14181818181818
CUST100804,6,58.92,358.06,Month-to-month,Fiber optic,Electronic check,Male,No,0,59.67666666666667
CUST100805,16,74.3,1182.32,Month-to-month,Fiber optic,Bank transfer,Male,No,1,73.895
CUST100806,32,16.71,546.55,Month-to-month,Fiber optic,Electronic check,Female,No,1,17.0796875
CUST100807,31,82.26,2563.66,One year,No,Credit card,Male,No,0,82.69870967741934
CUST100808,7,39.12,279.99,One year,DSL,Bank transfer,Male,No,0,39.99857142857143
CUST100809,1,29.42,12.93,Month-to-month,Fiber optic,Bank transfer,Female,Yes,1,12.93
CUST100810,50,24.33,1222.03,Month-to-month,No,Electronic check,Female,No,0,24.4406
CUST100811,21,103.38,2194.89,Month-to-month,Fiber optic,Mailed check,Female,No,0,104.51857142857142
CUST100812,1,51.12,39.19,Month-to-month,DSL,Electronic check,Female,Yes,1,39.19
CUST100813,30,116.01,3522.26,Month-to-month,Fiber optic,Mailed check,Female,No,0,117.40866666666668
CUST100814,24,53.93,1283.81,Month-to-month,DSL,Credit card,Male,No,0,53.49208333333333
CUST100815,8,18.78,150.89,Month-to-month,DSL,Bank transfer,Female,No,1,18.86125
CUST100816,10,36.5,351.55,Month-to-month,No,Bank transfer,Female,No,0,35.155
CUST100817,6,107.07,646.89,Month-to-month,Fiber optic,Electronic check,Female,No,1,107.815
CUST100818,0,65.32,-34.84,Month-to-month,No,Electronic check,Male,No,1,-34.84
CUST100819,4,53.55,203.28,One year,No,Credit card,Female,No,1,50.82
CUST100820,19,74.8,1399.36,Month-to-month,Fiber optic,Credit card,Female,No,0,73.65052631578946
CUST100821,0,85.05,2.71,Two year,DSL,Mailed check,Male,No,0,2.71
CUST100822,4,103.52,433.97,Month-to-month,Fiber optic,Credit card,Female,No,1,108.4925
CUST100823,6,113.45,693.62,Month-to-month,DSL,Credit card,Female,No,0,115.60333333333334
CUST100824,9,59.21,485.46,Month-to-month,No,Credit card,Female,No,1,53.94
CUST100825,30,30.22,947.44,Month-to-month,DSL,Credit card,Male,No,1,31.581333333333337
CUST100826,5,57.6,293.91,One year,DSL,Mailed check,Male,No,0,58.782000000000004
CUST100827,5,77.81,373.52,Month-to-month,Fiber optic,Credit card,Female,No,1,74.704
CUST100828,16,41.09,660.58,Two year,DSL,Mailed check,Female,No,1,41.28625
CUST100829,7,41.29,292.55,Two year,DSL,Electronic check,Female,No,0,41.792857142857144
CUST100830,3,80.31,227.59,Month-to-month,Fiber optic,Bank transfer,Male,No,1,75.86333333333333
CUST100831,7,68.54,483.74,Month-to-month,DSL,Electronic check,Male,Yes,1,69.10571428571428
CUST100832,1,70.98,58.83,One year,DSL,Credit card,Male,No,1,58.83
CUST100833,2,47.25,86.41,Month-to-month,Fiber optic,Bank transfer,Male,No,1,43.205
CUST100834,8,63.09,490.99,One year,Fiber optic,Credit card,Male,No,1,61.37375
CUST100835,6,42.27,224.97,Month-to-month,Fiber optic,Credit card,Male,No,1,37.495
CUST100836,29,96.71,2807.51,Month-to-month,Fiber optic,Electronic check,Female,No,0,96.81068965517242
CUST100837,5,101.06,517.01,Month-to-month,Fiber optic,Credit card,Male,No,1,103.402
CUST100838,10,14.61,156.4,Month-to-month,Fiber optic,Electronic check,Female,No,1,15.64
CUST100839,12,42.11,521.72,Two year,No,Credit card,Male,Yes,0,43.47666666666667
CUST100840,0,25.1,6.49,Month-to-month,DSL,Mailed check,Female,No,0,6.49
CUST100841,13,50.5,645.85,One year,Fiber optic,Bank transfer,Male,No,0,49.68076923076923
CUST100842,2,67.5,151.79,Month-to-month,No,Electronic check,Female,No,1,75.895
CUST100843,38,26.51,980.23,Month-to-month,No,Electronic check,Female,Yes,1,25.795526315789473
CUST100844,1,42.34,24.33,Month-to-month,DSL,Bank transfer,Female,No,0,24.33
CUST100845,6,39.88,220.0,Month-to-month,DSL,Electronic check,Male,No,0,36.666666666666664
CUST100846,1,76.22,97.82,Month-to-month,Fiber optic,Bank transfer,Male,No,1,97.82
CUST100847,69,72.08,4992.38,Month-to-month,DSL,Mailed check,Male,No,0,72.35333333333334
CUST100848,8,48.35,396.55,One year,No,Credit card,Female,No,0,49.56875
CUST100849,10,75.3,774.44,Month-to-month,Fiber optic,Mailed check,Female,No,0,77.444
CUST100850,0,53.6,-17.59,Month-to-month,Fiber optic,Credit card,Female,No,0,-17.59
CUST100851,16,61.85,996.57,One year,DSL,Bank transfer,Male,No,0,62.285625
CUST100852,2,120.2,237.9,One year,Fiber optic,Mailed check,Male,No,0,118.95
CUST100853,27,110.21,2992.61,Month-to-month,Fiber optic,Credit card,Female,No,0,110.83740740740741
CUST100854,2,31.01,59.72,Month-to-month,No,Bank transfer,Male,No,1,29.86
CUST100855,2,94.89,182.08,Two year,DSL,Credit card,Male,No,0,91.04
CUST100856,0,94.34,10.82,Month-to-month,DSL,Electronic check,Male,No,1,10.82
CUST100857,7,35.55,266.37,Month-to-month,Fiber optic,Electronic check,Male,No,0,38.05285714285714
CUST100858,9,94.56,837.67,Month-to-month,DSL,Bank transfer,Female,No,1,93.07444444444444
CUST100859,0,116.14,-1.22,One year,Fiber optic,Credit card,Male,No,1,-1.22
CUST100860,17,36.32,596.27,Month-to-month,No,Electronic check,Male,No,1,35.07470588235294
CUST100861,7,42.47,247.33,Two year,Fiber optic,Mailed check,Female,No,0,35.332857142857144
CUST100862,8,100.53,808.25,Month-to-month,No,Credit card,Female,No,1,101.03125
CUST100863,6,78.14,481.02,One year,DSL,Credit card,Male,Yes,1,80.17
CUST100864,6,86.54,524.48,Month-to-month,DSL,Electronic check,Male,No,1,87.41333333333334
CUST100865,9,80.22,682.99,Month-to-month,DSL,Electronic check,Male,No,1,75.88777777777779
CUST100866,2,81.72,156.42,Two year,DSL,Bank transfer,Male,No,1,78.21
CUST100867,2,30.21,16.05,Month-to-month,No,Credit card,Female,No,1,8.025
CUST100868,23,101.42,2360.05,Month-to-month,DSL,Mailed check,Female,No,0,102.6108695652174
CUST100869,35,105.09,3656.43,Month-to-month,Fiber optic,Electronic check,Female,No,0,104.46942857142857
CUST100870,5,63.12,340.71,Month-to-month,Fiber optic,Credit card,Male,No,1,68.142
CUST100871,3,68.7,225.02,Month-to-month,No,Electronic check,Male,No,1,75.00666666666667
CUST100872,12,24.07,270.83,One year,DSL,Bank transfer,Female,No,0,22.569166666666664
CUST100873,6,85.43,489.92,Month-to-month,DSL,Credit card,Male,No,1,81.65333333333334
CUST100874,0,87.16,7.01,Month-to-month,DSL,Credit card,Female,No,1,7.01
CUST100875,2,68.13,119.37,Month-to-month,Fiber optic,Bank transfer,Female,No,1,59.685
CUST100876,15,103.73,1558.0,One year,DSL,Mailed check,Female,No,1,103.86666666666666
CUST100877,12,59.98,710.1,One year,No,Electronic check,Female,Yes,0,59.175000000000004
CUST100878,0,86.94,-35.62,Month-to-month,Fiber optic,Bank transfer,Female,No,1,-35.62
CUST100879,3,39.41,73.62,Month-to-month,Fiber optic,Credit card,Female,No,1,24.540000000000003
CUST100880,3,69.29,212.4,Two year,Fiber optic,Bank transfer,Female,No,0,70.8
CUST100881,13,64.77,830.78,Month-to-month,DSL,Credit card,Male,No,1,63.90615384615384
CUST100882,0,76.76,-11.06,Two year,Fiber optic,Bank transfer,Female,Yes,0,-11.06
CUST100883,1,58.91,72.83,Two year,No,Mailed check,Female,Yes,1,72.83
CUST100884,19,66.06,1278.61,One year,No,Credit card,Male,No,1,67.29526315789474
CUST100885,2,94.78,184.11,Month-to-month,No,Bank transfer,Female,No,1,92.055
CUST100886,12,56.9,675.99,One year,No,Mailed check,Male,No,1,56.3325
CUST100887,3,21.8,75.4,One year,DSL,Mailed check,Female,No,1,25.133333333333336
CUST100888,1,122.49,95.35,Month-to-month,DSL,Electronic check,Male,Yes,1,95.35
CUST100889,3,111.44,338.78,Month-to-month,DSL,Credit card,Male,No,1,112.92666666666666
CUST100890,15,31.23,479.49,Month-to-month,DSL,Electronic check,Male,No,0,31.966
CUST100891,23,90.69,2099.47,Month-to-month,DSL,Mailed check,Female,No,1,91.28130434782608
CUST100892,21,54.91,1114.37,Month-to-month,Fiber optic,Electronic check,Male,No,0,53.06523809523809
CUST100893,6,77.9,452.17,Month-to-month,Fiber optic,Electronic check,Female,No,1,75.36166666666666
CUST100894,13,78.83,1007.22,Month-to-month,No,Bank transfer,Female,No,1,77.47846153846154
CUST100895,2,62.97,127.94,Month-to-month,Fiber optic,Electronic check,Female,No,1,63.97
CUST100896,4,46.49,195.57,Month-to-month,No,Mailed check,Female,No,1,48.8925
CUST100897,27,49.28,1360.49,One year,DSL,Electronic check,Female,No,0,50.38851851851852
CUST100898,0,42.51,-9.9,Two year,DSL,Credit card,Female,Yes,1,-9.9
CUST100899,1,45.05,35.1,Month-to-month,Fiber optic,Bank transfer,Female,No,1,35.1
