customerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,gender,SeniorCitizen,churn
CUST100691,6,23.07,152.39,One year,Fiber optic,Mailed check,Male,No,1
CUST100692,8,118.52,948.66,Two year,Fiber optic,Bank transfer,Female,No,0
CUST100693,3,73.13,188.53,Month-to-month,DSL,Electronic check,Male,No,1
CUST100694,1,43.04,46.33,One year,DSL,Credit card,Male,No,1
CUST100695,11,30.09,374.91,Month-to-month,Fiber optic,Mailed check,Male,No,1
CUST100696,4,64.33,267.18,One year,DSL,Bank transfer,Male,No,0
CUST100697,10,97.65,975.35,Month-to-month,DSL,Electronic check,Female,Yes,1
CUST100698,2,66.17,153.85,One year,No,Electronic check,Female,No,1
CUST100699,7,115.33,811.52,Month-to-month,Fiber optic,Mailed check,Male,No,1
CUST100700,9,26.46,242.33,Month-to-month,DSL,Mailed check,Male,Yes,1
CUST100701,0,69.64,-21.83,Month-to-month,Fiber optic,Bank transfer,Female,No,0
CUST100702,4,32.43,134.4,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100703,1,80.91,101.62,One year,DSL,Bank transfer,Female,No,0
CUST100704,0,96.61,-16.72,Month-to-month,DSL,Bank transfer,Male,No,1
CUST100705,55,57.38,3184.39,One year,No,Mailed check,Female,No,0
CUST100706,4,10.0,38.17,Month-to-month,DSL,Bank transfer,Male,Yes,1
CUST100707,19,75.97,1425.67,One year,DSL,Bank transfer,Male,No,0
CUST100708,3,83.1,269.25,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100709,13,82.13,1061.95,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST100710,17,107.07,1835.38,Month-to-month,DSL,Electronic check,Female,No,1
CUST100711,10,37.87,372.86,One year,DSL,Credit card,Female,No,0
CUST100712,7,90.41,631.67,Month-to-month,DSL,Electronic check,Male,No,1
CUST100713,6,105.78,644.55,Two year,No,Bank transfer,Male,No,0
CUST100714,5,16.64,89.02,Two year,DSL,Credit card,Male,No,1
CUST100715,31,79.59,2427.38,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100716,21,54.87,1129.85,One year,No,Mailed check,Male,Yes,1
CUST100717,40,67.55,2720.59,Month-to-month,DSL,Electronic check,Male,No,0
CUST100718,1,80.43,77.79,Month-to-month,No,Mailed check,Female,Yes,0
CUST100719,15,55.38,820.23,One year,No,Bank transfer,Female,No,1
CUST100720,33,49.73,1613.92,One year,No,Credit card,Female,No,1
CUST100721,2,71.02,120.45,One year,DSL,Bank transfer,Male,No,1
CUST100722,0,37.38,-40.44,Month-to-month,Fiber optic,Electronic check,Female,Yes,1
CUST100723,16,37.43,596.85,Month-to-month,Fiber optic,Mailed check,Male,No,1
CUST100724,10,90.38,891.83,Month-to-month,No,Electronic check,Male,No,1
CUST100725,22,35.54,762.55,One year,DSL,Bank transfer,Female,No,0
CUST100726,1,89.99,88.63,Month-to-month,Fiber optic,Mailed check,Male,No,0
CUST100727,19,83.88,1601.0,One year,DSL,Electronic check,Male,No,1
CUST100728,2,18.23,78.32,Month-to-month,DSL,Bank transfer,Male,No,0
CUST100729,2,49.67,69.1,Month-to-month,Fiber optic,Electronic check,Male,No,1
CUST100730,2,105.82,234.83,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100731,20,40.57,830.86,Month-to-month,Fiber optic,Mailed check,Female,No,1
CUST100732,13,56.07,713.33,Month-to-month,Fiber optic,Mailed check,Female,No,0
CUST100733,8,83.86,674.94,One year,No,Mailed check,Male,No,0
CUST100734,5,93.5,458.35,Two year,Fiber optic,Credit card,Male,No,1
CUST100735,25,62.45,1564.96,Month-to-month,Fiber optic,Mailed check,Female,No,0
CUST100736,5,52.07,290.53,Month-to-month,Fiber optic,Credit card,Female,No,1
CUST100737,20,112.67,2265.51,Month-to-month,Fiber optic,Mailed check,Female,Yes,0
CUST100738,6,122.17,743.19,Two year,Fiber optic,Electronic check,Male,No,1
CUST100739,5,99.37,488.24,Month-to-month,No,Electronic check,Female,No,1
CUST100740,7,72.56,478.24,Two year,Fiber optic,Electronic check,Female,No,1
CUST100741,4,45.75,178.83,Month-to-month,Fiber optic,Electronic check,Male,No,1
CUST100742,16,45.09,745.57,Month-to-month,DSL,Credit card,Male,No,1
CUST100743,8,85.68,654.9,Two year,DSL,Bank transfer,Female,Yes,0
CUST100744,3,82.55,226.55,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100745,27,112.05,3027.88,Month-to-month,DSL,Electronic check,Female,No,0
CUST100746,5,89.51,427.86,Month-to-month,DSL,Bank transfer,Female,No,1
CUST100747,9,24.91,208.34,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100748,28,101.56,2835.21,Month-to-month,DSL,Mailed check,Male,No,1
CUST100749,11,40.06,413.35,One year,DSL,Credit card,Female,No,0
CUST100750,1,58.48,39.0,One year,Fiber optic,Electronic check,Male,No,1
CUST100751,33,77.51,2571.9,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100752,11,129.87,1402.42,Two year,No,Bank transfer,Male,No,0
CUST100753,4,163.3,621.24,Month-to-month,Fiber optic,Electronic check,Male,No,1
CUST100754,1,88.2,75.6,Month-to-month,Fiber optic,Mailed check,Male,No,1
CUST100755,18,64.5,1175.64,Month-to-month,No,Electronic check,Male,No,0
CUST100756,11,86.04,942.5,Month-to-month,Fiber optic,Mailed check,Male,No,1
CUST100757,9,96.63,860.38,Month-to-month,DSL,Bank transfer,Female,Yes,1
CUST100758,26,60.38,1570.77,Two year,DSL,Credit card,Male,No,1
CUST100759,18,123.86,2194.57,Month-to-month,Fiber optic,Mailed check,Female,No,1
CUST100760,1,76.9,86.79,Month-to-month,Fiber optic,Mailed check,Male,No,1
CUST100761,4,84.93,347.39,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST100762,3,89.98,261.75,One year,Fiber optic,Bank transfer,Male,No,1
CUST100763,16,82.65,1342.52,Two year,Fiber optic,Credit card,Female,No,1
CUST100764,0,95.17,-22.55,Month-to-month,No,Electronic check,Male,No,1
CUST100765,10,51.48,537.36,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST100766,17,53.25,908.34,Month-to-month,DSL,Credit card,Male,No,1
CUST100767,25,37.0,918.27,Month-to-month,No,Bank transfer,Male,Yes,0
CUST100768,5,83.19,415.55,Month-to-month,DSL,Credit card,Female,No,0
CUST100769,20,93.37,1865.25,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST100770,1,83.73,108.14,Month-to-month,No,Electronic check,Male,No,1
CUST100771,22,120.23,2623.53,Month-to-month,Fiber optic,Mailed check,Female,No,1
CUST100772,1,69.83,54.58,Month-to-month,Fiber optic,Credit card,Female,No,1
CUST100773,6,90.06,561.09,Two year,Fiber optic,Credit card,Male,No,0
CUST100774,19,37.25,695.84,Two year,Fiber optic,Credit card,Female,No,0
CUST100775,1,58.39,76.4,Month-to-month,Fiber optic,Electronic check,Male,No,1
CUST100776,3,90.87,306.6,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST100777,15,95.47,1424.01,Month-to-month,Fiber optic,Electronic check,Male,No,1
CUST100778,15,61.18,931.33,Month-to-month,Fiber optic,Mailed check,Female,No,1
CUST100779,12,67.85,791.13,One year,DSL,Electronic check,Male,No,1
CUST100780,14,24.46,357.53,Month-to-month,Fiber optic,Electronic check,Male,No,1
CUST100781,9,59.29,537.6,Two year,Fiber optic,Electronic check,Female,No,0
CUST100782,3,96.71,299.59,Two year,Fiber optic,Mailed check,Female,No,1
CUST100783,5,87.26,423.39,Month-to-month,Fiber optic,Credit card,Male,Yes,0
CUST100784,2,85.02,136.82,Month-to-month,Fiber optic,Bank transfer,Male,Yes,1
CUST100785,28,71.49,2011.79,Month-to-month,Fiber optic,Bank transfer,Female,No,0
CUST100786,10,70.21,660.83,Month-to-month,Fiber optic,Mailed check,Female,No,0
CUST100787,6,50.19,294.79,Month-to-month,No,Credit card,Female,No,1
CUST100788,7,90.96,655.54,Month-to-month,DSL,Credit card,Female,No,1
CUST100789,35,82.63,2895.89,Two year,No,Mailed check,Female,No,0
CUST100790,1,84.76,123.73,Month-to-month,DSL,Electronic check,Female,No,1
CUST100791,10,54.22,562.7,Month-to-month,DSL,Credit card,Male,No,0
CUST100792,8,10.0,66.92,One year,No,Bank transfer,Female,No,1
CUST100793,11,102.91,1132.56,One year,DSL,Mailed check,Female,No,0
CUST100794,0,55.63,-0.95,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST100795,24,44.12,1027.24,Two year,No,Electronic check,Female,No,0
CUST100796,32,90.8,2886.79,Month-to-month,No,Mailed check,Male,No,1
CUST100797,9,58.24,512.94,Month-to-month,No,Bank transfer,Male,No,1
CUST100798,14,101.8,1384.48,Month-to-month,DSL,Bank transfer,Male,No,1
CUST100799,30,88.51,2656.25,Month-to-month,Fiber optic,Electronic check,Male,No,1
CUST100800,14,90.51,1262.16,One year,DSL,Mailed check,Female,No,1
CUST100801,1,29.02,-4.44,One year,Fiber optic,Credit card,Male,No,1
CUST100802,10,106.36,1071.68,One year,No,Credit card,Female,No,1
CUST100803,11,77.84,870.56,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST100804,6,58.92,358.06,Month-to-month,Fiber optic,Electronic check,Male,No,0
CUST100805,16,74.3,1182.32,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100806,32,16.71,546.55,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST100807,31,82.26,2563.66,One year,No,Credit card,Male,No,0
CUST100808,7,39.12,279.99,One year,DSL,Bank transfer,Male,No,0
CUST100809,1,29.42,12.93,Month-to-month,Fiber optic,Bank transfer,Female,Yes,1
CUST100810,50,24.33,1222.03,Month-to-month,No,Electronic check,Female,No,0
CUST100811,21,103.38,2194.89,Month-to-month,Fiber optic,Mailed check,Female,No,0
CUST100812,1,51.12,39.19,Month-to-month,DSL,Electronic check,Female,Yes,1
CUST100813,30,116.01,3522.26,Month-to-month,Fiber optic,Mailed check,Female,No,0
CUST100814,24,53.93,1283.81,Month-to-month,DSL,Credit card,Male,No,0
CUST100815,8,18.78,150.89,Month-to-month,DSL,Bank transfer,Female,No,1
CUST100816,10,36.5,351.55,Month-to-month,No,Bank transfer,Female,No,0
CUST100817,6,107.07,646.89,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST100818,0,65.32,-34.84,Month-to-month,No,Electronic check,Male,No,1
CUST100819,4,53.55,203.28,One year,No,Credit card,Female,No,1
CUST100820,19,74.8,1399.36,Month-to-month,Fiber optic,Credit card,Female,No,0
CUST100821,0,85.05,2.71,Two year,DSL,Mailed check,Male,No,0
CUST100822,4,103.52,433.97,Month-to-month,Fiber optic,Credit card,Female,No,1
CUST100823,6,113.45,693.62,Month-to-month,DSL,Credit card,Female,No,0
CUST100824,9,59.21,485.46,Month-to-month,No,Credit card,Female,No,1
CUST100825,30,30.22,947.44,Month-to-month,DSL,Credit card,Male,No,1
CUST100826,5,57.6,293.91,One year,DSL,Mailed check,Male,No,0
CUST100827,5,77.81,373.52,Month-to-month,Fiber optic,Credit card,Female,No,1
CUST100828,16,41.09,660.58,Two year,DSL,Mailed check,Female,No,1
CUST100829,7,41.29,292.55,Two year,DSL,Electronic check,Female,No,0
CUST100830,3,80.31,227.59,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100831,7,68.54,483.74,Month-to-month,DSL,Electronic check,Male,Yes,1
CUST100832,1,70.98,58.83,One year,DSL,Credit card,Male,No,1
CUST100833,2,47.25,86.41,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100834,8,63.09,490.99,One year,Fiber optic,Credit card,Male,No,1
CUST100835,6,42.27,224.97,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100836,29,96.71,2807.51,Month-to-month,Fiber optic,Electronic check,Female,No,0
CUST100837,5,101.06,517.01,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100838,10,14.61,156.4,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST100839,12,42.11,521.72,Two year,No,Credit card,Male,Yes,0
CUST100840,0,25.1,6.49,Month-to-month,DSL,Mailed check,Female,No,0
CUST100841,13,50.5,645.85,One year,Fiber optic,Bank transfer,Male,No,0
CUST100842,2,67.5,151.79,Month-to-month,No,Electronic check,Female,No,1
CUST100843,38,26.51,980.23,Month-to-month,No,Electronic check,Female,Yes,1
CUST100844,1,42.34,24.33,Month-to-month,DSL,Bank transfer,Female,No,0
CUST100845,6,39.88,220.0,Month-to-month,DSL,Electronic check,Male,No,0
CUST100846,1,76.22,97.82,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100847,69,72.08,4992.38,Month-to-month,DSL,Mailed check,Male,No,0
CUST100848,8,48.35,396.55,One year,No,Credit card,Female,No,0
CUST100849,10,75.3,774.44,Month-to-month,Fiber optic,Mailed check,Female,No,0
CUST100850,0,53.6,-17.59,Month-to-month,Fiber optic,Credit card,Female,No,0
CUST100851,16,61.85,996.57,One year,DSL,Bank transfer,Male,No,0
CUST100852,2,120.2,237.9,One year,Fiber optic,Mailed check,Male,No,0
CUST100853,27,110.21,2992.61,Month-to-month,Fiber optic,Credit card,Female,No,0
CUST100854,2,31.01,59.72,Month-to-month,No,Bank transfer,Male,No,1
CUST100855,2,94.89,182.08,Two year,DSL,Credit card,Male,No,0
CUST100856,0,94.34,10.82,Month-to-month,DSL,Electronic check,Male,No,1
CUST100857,7,35.55,266.37,Month-to-month,Fiber optic,Electronic check,Male,No,0
CUST100858,9,94.56,837.67,Month-to-month,DSL,Bank transfer,Female,No,1
CUST100859,0,116.14,-1.22,One year,Fiber optic,Credit card,Male,No,1
CUST100860,17,36.32,596.27,Month-to-month,No,Electronic check,Male,No,1
CUST100861,7,42.47,247.33,Two year,Fiber optic,Mailed check,Female,No,0
CUST100862,8,100.53,808.25,Month-to-month,No,Credit card,Female,No,1
CUST100863,6,78.14,481.02,One year,DSL,Credit card,Male,Yes,1
CUST100864,6,86.54,524.48,Month-to-month,DSL,Electronic check,Male,No,1
CUST100865,9,80.22,682.99,Month-to-month,DSL,Electronic check,Male,No,1
CUST100866,2,81.72,156.42,Two year,DSL,Bank transfer,Male,No,1
CUST100867,2,30.21,16.05,Month-to-month,No,Credit card,Female,No,1
CUST100868,23,101.42,2360.05,Month-to-month,DSL,Mailed check,Female,No,0
CUST100869,35,105.09,3656.43,Month-to-month,Fiber optic,Electronic check,Female,No,0
CUST100870,5,63.12,340.71,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100871,3,68.7,225.02,Month-to-month,No,Electronic check,Male,No,1
CUST100872,12,24.07,270.83,One year,DSL,Bank transfer,Female,No,0
CUST100873,6,85.43,489.92,Month-to-month,DSL,Credit card,Male,No,1
CUST100874,0,87.16,7.01,Month-to-month,DSL,Credit card,Female,No,1
CUST100875,2,68.13,119.37,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST100876,15,103.73,1558.0,One year,DSL,Mailed check,Female,No,1
CUST100877,12,59.98,710.1,One year,No,Electronic check,Female,Yes,0
CUST100878,0,86.94,-35.62,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST100879,3,39.41,73.62,Month-to-month,Fiber optic,Credit card,Female,No,1
CUST100880,3,69.29,212.4,Two year,Fiber optic,Bank transfer,Female,No,0
CUST100881,13,64.77,830.78,Month-to-month,DSL,Credit card,Male,No,1
CUST100882,0,76.76,-11.06,Two year,Fiber optic,Bank transfer,Female,Yes,0
CUST100883,1,58.91,72.83,Two year,No,Mailed check,Female,Yes,1
CUST100884,19,66.06,1278.61,One year,No,Credit card,Male,No,1
CUST100885,2,94.78,184.11,Month-to-month,No,Bank transfer,Female,No,1
CUST100886,12,56.9,675.99,One year,No,Mailed check,Male,No,1
CUST100887,3,21.8,75.4,One year,DSL,Mailed check,Female,No,1
CUST100888,1,122.49,95.35,Month-to-month,DSL,Electronic check,Male,Yes,1
CUST100889,3,111.44,338.78,Month-to-month,DSL,Credit card,Male,No,1
CUST100890,15,31.23,479.49,Month-to-month,DSL,Electronic check,Male,No,0
CUST100891,23,90.69,2099.47,Month-to-month,DSL,Mailed check,Female,No,1
CUST100892,21,54.91,1114.37,Month-to-month,Fiber optic,Electronic check,Male,No,0
CUST100893,6,77.9,452.17,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST100894,13,78.83,1007.22,Month-to-month,No,Bank transfer,Female,No,1
CUST100895,2,62.97,127.94,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST100896,4,46.49,195.57,Month-to-month,No,Mailed check,Female,No,1
CUST100897,27,49.28,1360.49,One year,DSL,Electronic check,Female,No,0
CUST100898,0,42.51,-9.9,Two year,DSL,Credit card,Female,Yes,1
CUST100899,1,45.05,35.1,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST100900,2,67.98,158.95,Month-to-month,DSL,Mailed check,Male,No,1
CUST100901,0,48.53,5.93,Month-to-month,DSL,Electronic check,Female,No,1
CUST100902,2,90.46,206.27,One year,DSL,Credit card,Female,Yes,1
CUST100903,10,114.62,1151.97,One year,DSL,Mailed check,Male,No,0
CUST100904,6,52.6,292.46,Two year,Fiber optic,Electronic check,Female,No,1
CUST100905,26,77.18,1980.02,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100906,20,84.99,1668.77,Two year,Fiber optic,Electronic check,Male,No,1
CUST100907,5,84.16,434.04,Month-to-month,Fiber optic,Mailed check,Female,No,1
CUST100908,3,72.28,240.61,One year,Fiber optic,Mailed check,Female,No,1
CUST100909,5,92.28,498.39,Month-to-month,DSL,Mailed check,Male,No,0
CUST100910,10,84.47,861.56,Two year,DSL,Credit card,Female,No,1
CUST100911,3,32.87,121.87,Month-to-month,DSL,Electronic check,Male,No,1
CUST100912,11,96.07,1045.17,One year,Fiber optic,Electronic check,Male,Yes,0
CUST100913,6,96.62,556.59,One year,Fiber optic,Electronic check,Female,No,1
CUST100914,9,47.1,440.9,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100915,6,71.14,435.19,Month-to-month,DSL,Credit card,Female,No,1
CUST100916,4,90.5,364.15,Two year,Fiber optic,Credit card,Female,No,0
CUST100917,35,63.72,2237.95,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100918,17,102.19,1743.69,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100919,1,140.92,166.6,Month-to-month,Fiber optic,Bank transfer,Female,Yes,0
CUST100920,24,46.42,1139.98,Month-to-month,Fiber optic,Mailed check,Female,No,0
CUST100921,8,28.57,239.44,Month-to-month,Fiber optic,Mailed check,Female,No,0
CUST100922,26,79.11,2073.78,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100923,19,91.65,1751.63,Month-to-month,DSL,Mailed check,Female,No,1
CUST100924,6,63.07,369.2,Month-to-month,Fiber optic,Mailed check,Male,No,1
CUST100925,0,113.6,15.13,Two year,DSL,Mailed check,Male,No,1
CUST100926,3,29.84,61.63,Two year,DSL,Electronic check,Male,No,0
CUST100927,9,90.79,838.19,One year,No,Mailed check,Female,No,1
CUST100928,12,51.82,597.95,Month-to-month,No,Electronic check,Male,No,0
CUST100929,3,121.58,370.46,Two year,DSL,Bank transfer,Female,No,1
CUST100930,1,129.78,112.88,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100931,21,47.0,998.07,Month-to-month,DSL,Bank transfer,Female,No,0
CUST100932,49,53.51,2621.31,Two year,Fiber optic,Bank transfer,Female,No,0
CUST100933,8,95.79,734.42,One year,No,Bank transfer,Male,No,0
CUST100934,2,58.39,125.19,One year,No,Mailed check,Female,Yes,0
CUST100935,3,68.64,194.36,One year,Fiber optic,Mailed check,Male,No,1
CUST100936,0,70.76,17.62,Month-to-month,Fiber optic,Mailed check,Male,Yes,1
CUST100937,29,12.41,359.92,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100938,1,69.58,77.49,One year,DSL,Bank transfer,Male,No,0
CUST100939,10,49.31,473.95,Month-to-month,No,Electronic check,Male,No,1
CUST100940,3,55.21,153.84,Month-to-month,No,Credit card,Male,No,0
CUST100941,9,113.31,1010.62,One year,Fiber optic,Mailed check,Male,No,1
CUST100942,12,32.3,404.73,One year,DSL,Credit card,Female,Yes,0
CUST100943,21,94.4,2015.95,Month-to-month,DSL,Bank transfer,Male,No,0
CUST100944,2,61.63,107.16,One year,DSL,Bank transfer,Male,Yes,0
CUST100945,0,61.61,21.54,One year,No,Bank transfer,Female,Yes,0
CUST100946,1,93.71,50.32,One year,Fiber optic,Credit card,Female,Yes,1
CUST100947,27,80.2,2141.52,Month-to-month,DSL,Electronic check,Male,No,1
CUST100948,24,87.12,2071.7,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100949,10,99.05,963.45,Month-to-month,No,Electronic check,Male,No,1
CUST100950,11,60.06,628.99,Month-to-month,DSL,Electronic check,Female,No,0
CUST100951,13,51.63,679.45,Month-to-month,No,Mailed check,Male,No,0
CUST100952,2,37.45,70.62,Month-to-month,No,Credit card,Female,No,0
CUST100953,29,45.24,1319.55,Month-to-month,No,Bank transfer,Male,No,1
CUST100954,6,158.47,964.63,Two year,Fiber optic,Electronic check,Male,No,0
CUST100955,5,107.34,542.01,Month-to-month,DSL,Credit card,Female,No,1
CUST100956,8,29.47,248.92,One year,Fiber optic,Credit card,Male,Yes,1
CUST100957,0,30.33,-1.39,One year,DSL,Bank transfer,Male,Yes,1
CUST100958,2,84.46,145.18,Month-to-month,DSL,Mailed check,Male,No,1
CUST100959,16,86.42,1403.88,Two year,Fiber optic,Mailed check,Female,No,1
CUST100960,1,86.47,74.69,Month-to-month,Fiber optic,Electronic check,Male,No,1
CUST100961,11,62.35,667.14,Month-to-month,No,Mailed check,Male,No,0
CUST100962,3,66.24,195.16,One year,DSL,Mailed check,Female,No,1
CUST100963,5,79.84,380.94,Month-to-month,Fiber optic,Mailed check,Female,No,0
CUST100964,4,72.58,281.97,One year,Fiber optic,Credit card,Male,No,1
CUST100965,5,10.0,56.88,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100966,15,63.11,953.62,One year,No,Credit card,Female,No,0
CUST100967,4,44.46,159.88,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100968,10,75.26,742.85,One year,No,Bank transfer,Male,No,1
CUST100969,7,159.56,1138.41,Month-to-month,DSL,Credit card,Female,No,1
CUST100970,13,81.02,1063.19,One year,Fiber optic,Electronic check,Male,No,1
CUST100971,33,60.59,2040.97,One year,DSL,Electronic check,Male,No,1
CUST100972,15,97.65,1488.35,Month-to-month,DSL,Credit card,Female,No,0
CUST100973,2,84.48,191.85,One year,DSL,Mailed check,Male,Yes,0
CUST100974,0,82.6,-27.76,Month-to-month,DSL,Credit card,Male,No,1
CUST100975,3,88.21,279.91,Two year,DSL,Mailed check,Male,No,0
CUST100976,10,131.7,1315.94,Month-to-month,DSL,Credit card,Female,No,1
CUST100977,0,36.07,-11.02,One year,DSL,Electronic check,Male,No,0
CUST100978,8,84.21,677.04,One year,No,Mailed check,Female,No,0
CUST100979,10,42.21,441.0,Month-to-month,DSL,Electronic check,Female,No,0
CUST100980,4,86.67,356.7,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100981,17,42.44,703.91,Month-to-month,DSL,Bank transfer,Female,No,0
CUST100982,1,57.48,72.33,One year,No,Mailed check,Male,No,1
CUST100983,0,61.15,-12.75,Month-to-month,No,Mailed check,Male,Yes,1
CUST100984,15,99.27,1493.38,Month-to-month,Fiber optic,Credit card,Male,Yes,1
CUST100985,8,97.55,774.33,One year,Fiber optic,Credit card,Female,Yes,1
CUST100986,13,32.63,419.81,Month-to-month,DSL,Mailed check,Male,No,0
CUST100987,6,71.65,445.22,One year,No,Bank transfer,Male,No,1
CUST100988,3,48.71,125.33,Month-to-month,No,Credit card,Male,No,0
CUST100989,20,32.24,683.7,Month-to-month,No,Credit card,Female,No,0
CUST100990,19,63.49,1169.89,One year,Fiber optic,Credit card,Female,No,0
CUST100991,14,60.75,838.55,Month-to-month,DSL,Bank transfer,Male,No,1
CUST100992,3,142.8,435.8,Month-to-month,No,Mailed check,Male,No,1
CUST100993,10,82.99,841.59,Two year,DSL,Electronic check,Male,No,0
CUST100994,5,28.67,141.34,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100995,1,53.06,51.91,Two year,DSL,Bank transfer,Female,No,0
CUST100996,29,100.64,2926.77,Two year,No,Mailed check,Female,Yes,0
CUST100997,1,132.65,128.03,Month-to-month,DSL,Mailed check,Female,No,0
CUST100998,36,22.42,834.98,Month-to-month,DSL,Bank transfer,Female,No,0
CUST100999,7,13.6,111.99,One year,Fiber optic,Credit card,Female,Yes,0
CUST101000,2,126.13,269.72,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST101001,9,81.69,715.89,Month-to-month,Fiber optic,Credit card,Female,No,1
CUST101002,24,43.95,1053.21,One year,DSL,Mailed check,Male,Yes,1
CUST101003,15,86.04,1284.59,Month-to-month,DSL,Electronic check,Male,No,0
CUST101004,19,10.0,169.89,Two year,Fiber optic,Credit card,Male,No,0
CUST101005,12,70.1,848.4,Month-to-month,No,Electronic check,Male,Yes,0
CUST101006,14,79.83,1106.87,Month-to-month,No,Bank transfer,Male,No,0
CUST101007,22,97.73,2163.17,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST101008,3,39.58,97.34,Two year,No,Mailed check,Female,No,1
CUST101009,8,72.57,614.94,One year,Fiber optic,Mailed check,Male,No,1
CUST101010,3,42.24,108.79,One year,Fiber optic,Electronic check,Female,No,1
CUST101011,52,77.66,4042.71,Month-to-month,Fiber optic,Bank transfer,Male,No,0
CUST101012,34,43.14,1482.6,Month-to-month,Fiber optic,Credit card,Female,No,1
CUST101013,0,57.76,-11.41,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST101014,14,40.13,578.87,Month-to-month,Fiber optic,Bank transfer,Male,No,0
CUST101015,31,89.53,2750.85,Month-to-month,DSL,Electronic check,Male,No,1
CUST101016,2,95.75,220.54,One year,DSL,Electronic check,Male,No,1
CUST101017,10,62.96,629.88,Month-to-month,DSL,Credit card,Male,No,1
CUST101018,29,71.15,2051.42,Two year,Fiber optic,Mailed check,Male,No,1
CUST101019,0,26.54,-5.98,Month-to-month,DSL,Credit card,Female,No,0
CUST101020,14,61.01,870.32,Two year,DSL,Bank transfer,Male,No,1
CUST101021,4,68.49,262.27,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST101022,30,148.62,4443.61,Month-to-month,Fiber optic,Bank transfer,Female,No,0
CUST101023,42,36.64,1534.45,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST101024,34,113.93,3850.08,Month-to-month,Fiber optic,Mailed check,Male,No,0
CUST101025,7,99.91,735.78,Month-to-month,No,Bank transfer,Male,No,0
CUST101026,23,78.42,1792.33,Month-to-month,No,Electronic check,Male,No,0
CUST101027,22,122.76,2717.35,Month-to-month,No,Credit card,Male,No,1
CUST101028,4,81.16,328.83,One year,Fiber optic,Credit card,Male,No,1
CUST101029,21,81.67,1695.38,One year,DSL,Credit card,Male,No,1
CUST101030,0,68.41,-0.12,One year,No,Bank transfer,Female,No,1
CUST101031,10,106.71,1082.78,Month-to-month,DSL,Electronic check,Male,No,0
CUST101032,3,102.89,304.9,One year,DSL,Electronic check,Female,No,0
CUST101033,1,51.23,75.09,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST101034,0,30.42,20.43,Month-to-month,DSL,Bank transfer,Male,No,1
CUST101035,14,63.91,913.12,Month-to-month,No,Electronic check,Male,No,1
CUST101036,4,46.0,174.81,Month-to-month,Fiber optic,Mailed check,Male,No,1
CUST101037,15,68.09,999.75,Month-to-month,Fiber optic,Bank transfer,Male,No,1
